,MCF7_count,T47D_count,BT-474_count,BT-549_count,HBL-100_count,SUM-159159_count
ENSG00000231062,1,0,0,0,0,0
ENSG00000273433,0,0,0,0,0,0
ENSG00000175115,1016,1278,1327,698,2192,876
ENSG00000231061,0,0,0,0,0,0
ENSG00000214188,0,0,8,1,3,1
ENSG00000213063,0,0,0,0,0,0
ENSG00000139318,18,56,236,725,197,518
ENSG00000231068,0,0,0,0,1,0
ENSG00000231069,0,0,0,0,0,0
ENSG00000124429,469,52,528,2,0,41
ENSG00000232716,0,0,0,0,0,0
ENSG00000131126,0,0,0,0,0,0
ENSG00000131127,158,163,145,39,2,4
ENSG00000174407,0,0,1,0,0,0
ENSG00000239919,0,0,0,0,3,0
ENSG00000174405,129,287,178,224,158,224
ENSG00000189420,0,0,3,0,152,0
ENSG00000189423,7,9,1,25,12,12
ENSG00000065518,1147,768,1088,650,432,528
ENSG00000247381,0,0,13,0,0,0
ENSG00000147099,192,128,77,207,295,207
ENSG00000214602,0,0,1,0,0,0
ENSG00000180708,2,0,0,0,0,0
ENSG00000263528,97,219,54,87,265,495
ENSG00000263529,0,0,0,0,0,0
ENSG00000263520,0,0,0,0,0,0
ENSG00000022840,1531,2235,1967,877,1564,1251
ENSG00000088882,2,1,0,26,9,2
ENSG00000088881,29,158,78,6,315,81
ENSG00000230709,0,0,0,0,0,0
ENSG00000102003,17,56,20,40,9,3
ENSG00000102001,1,4,0,1,0,1
ENSG00000102007,1156,1705,1202,2150,899,2082
ENSG00000231442,0,0,0,0,0,0
ENSG00000213911,0,0,0,0,0,0
ENSG00000213916,1,0,1,0,1,1
ENSG00000213917,0,1,0,0,0,0
ENSG00000278847,0,0,0,0,0,0
ENSG00000213918,467,614,233,140,270,115
ENSG00000109654,561,234,206,228,445,808
ENSG00000124939,0,1,20,0,0,0
ENSG00000131781,171,51,53,9,20,20
ENSG00000197756,2418,1563,1405,2647,2121,1876
ENSG00000220949,0,0,0,0,0,0
ENSG00000220948,0,0,0,1,0,0
ENSG00000263293,0,0,0,0,0,2
ENSG00000179403,864,1483,287,280,218,52
ENSG00000132471,569,1448,477,604,1069,721
ENSG00000132470,2192,1968,629,321,196,544
ENSG00000132475,12484,2883,2059,2238,5979,4628
ENSG00000132478,905,602,402,306,742,240
ENSG00000236026,0,0,0,0,0,0
ENSG00000133789,330,624,975,759,635,1271
ENSG00000179406,131,94,121,29,88,91
ENSG00000131871,500,425,287,448,506,368
ENSG00000244034,0,0,0,0,0,0
ENSG00000166960,1,1,0,0,1,0
ENSG00000131876,471,371,385,288,275,274
ENSG00000281332,51,29,29,56,52,39
ENSG00000078304,1299,1956,1937,1593,1472,1755
ENSG00000132781,238,165,153,154,217,116
ENSG00000132780,1948,1835,2568,3906,2382,1725
ENSG00000251601,0,0,0,0,0,0
ENSG00000248466,0,0,0,0,0,0
ENSG00000248467,0,0,0,0,0,0
ENSG00000248464,0,0,0,0,0,0
ENSG00000248462,0,0,0,0,0,0
ENSG00000248461,0,0,0,0,0,0
ENSG00000259367,0,0,0,0,0,0
ENSG00000248468,0,1,0,3,0,0
ENSG00000248469,0,0,0,0,0,0
ENSG00000066279,1910,2253,3370,3901,1961,1661
ENSG00000172232,0,7,1,7,4,0
ENSG00000233052,6,0,0,0,0,0
ENSG00000172236,0,0,0,0,1,2
ENSG00000235640,0,0,0,0,0,0
ENSG00000172239,2929,1034,1699,603,995,1045
ENSG00000172238,0,0,0,0,0,2
ENSG00000049883,231,372,156,287,108,417
ENSG00000236028,0,0,0,0,0,1
ENSG00000215540,0,0,0,0,0,0
ENSG00000215547,0,0,0,0,1,0
ENSG00000215546,0,0,0,0,0,0
ENSG00000215545,0,0,0,0,0,0
ENSG00000215544,1,1,2,0,0,0
ENSG00000213068,0,0,0,0,0,0
ENSG00000251603,4,2,3,2,2,2
ENSG00000215548,7,14,1,0,2,6
ENSG00000245261,0,1,0,0,0,0
ENSG00000259572,0,2,0,0,0,0
ENSG00000259573,0,0,0,0,0,0
ENSG00000259570,5,11,4,3,13,3
ENSG00000259571,0,0,0,0,25,2
ENSG00000259577,48,6,4,1,8,5
ENSG00000259575,0,0,0,0,0,0
ENSG00000259579,0,0,0,0,0,0
ENSG00000277579,0,0,0,0,0,0
ENSG00000214491,1,7,0,0,0,0
ENSG00000258220,0,0,0,0,0,0
ENSG00000258223,0,0,0,1,0,0
ENSG00000258225,0,0,0,1,0,0
ENSG00000258227,0,0,0,0,0,0
ENSG00000213184,1,1,1,1,2,1
ENSG00000108298,7248,14805,81641,15582,6296,10246
ENSG00000125864,56,141,101,17,58,11
ENSG00000251463,1,1,1,0,0,0
ENSG00000073905,410,282,302,341,234,282
ENSG00000077684,316,392,201,636,234,496
ENSG00000137959,0,3,1,9,1182,187
ENSG00000222099,0,0,0,0,0,0
ENSG00000148180,866,4459,4607,4738,374,619
ENSG00000133433,0,290,0,9,25,61
ENSG00000137955,426,553,607,1219,646,896
ENSG00000148187,511,683,793,405,375,379
ENSG00000234886,1,0,0,0,0,0
ENSG00000223321,0,0,0,0,0,0
ENSG00000223324,0,0,1,0,0,0
ENSG00000260172,1,0,0,0,3,0
ENSG00000257365,191,381,256,157,307,224
ENSG00000260170,14,88,67,15,31,236
ENSG00000264315,0,1,0,0,0,0
ENSG00000260176,10,11,14,5,4,6
ENSG00000260177,0,1,3,0,0,0
ENSG00000260174,3,6,3,1,0,1
ENSG00000260179,1,1,4,3,0,4
ENSG00000264313,0,0,0,0,0,0
ENSG00000213940,0,0,0,0,0,0
ENSG00000264311,0,0,0,1,1,2
ENSG00000176320,0,0,0,0,0,0
ENSG00000181894,69,211,148,100,82,26
ENSG00000234841,0,0,0,1,2,0
ENSG00000181896,111,59,57,58,72,35
ENSG00000238176,0,0,2,0,0,0
ENSG00000112139,10,45,81,10,294,68
ENSG00000112137,6,374,10,6,2,70
ENSG00000234848,0,0,1,0,0,0
ENSG00000267990,0,0,0,0,0,0
ENSG00000112130,247,234,201,302,305,283
ENSG00000267992,0,0,0,0,0,0
ENSG00000239389,97,17,3,2,0,0
ENSG00000239388,3,6,13,17,9,1
ENSG00000239383,0,0,0,0,0,0
ENSG00000239382,176,78,151,139,196,118
ENSG00000236577,2,1,1,1,2,0
ENSG00000236576,0,0,0,0,0,0
ENSG00000236570,9,6,8,5,1,4
ENSG00000236572,0,0,0,0,0,0
ENSG00000217566,0,3,0,0,0,0
ENSG00000111817,131,23,47,49,307,1704
ENSG00000218793,1,0,0,0,0,0
ENSG00000218792,0,0,0,0,0,0
ENSG00000119812,1076,735,400,586,1052,798
ENSG00000256019,0,0,0,0,8,3
ENSG00000213676,699,1729,1188,1043,1961,949
ENSG00000213673,6,4,2,8,3,4
ENSG00000213672,344,442,242,756,495,592
ENSG00000213671,1,0,1,1,1,1
ENSG00000019186,19,2,4,1,2,0
ENSG00000222636,0,0,0,0,0,0
ENSG00000222630,0,0,0,0,0,0
ENSG00000100099,729,444,459,305,543,414
ENSG00000100092,385,253,103,154,504,385
ENSG00000100097,843,1965,2,7883,8202,8714
ENSG00000104774,1840,1118,1128,667,1385,1171
ENSG00000117410,789,864,332,1148,791,746
ENSG00000117411,934,599,340,959,724,1078
ENSG00000258262,0,0,0,0,0,0
ENSG00000117419,667,546,480,1086,530,638
ENSG00000224679,1,0,2,0,0,1
ENSG00000224678,1,0,0,0,0,1
ENSG00000187987,0,0,0,0,78,59
ENSG00000152240,395,222,344,255,258,152
ENSG00000152242,391,338,717,502,409,399
ENSG00000224671,0,0,0,0,0,0
ENSG00000224670,0,0,0,0,0,0
ENSG00000218868,0,0,0,0,0,0
ENSG00000224675,0,0,0,0,0,0
ENSG00000224674,0,0,0,0,0,0
ENSG00000106733,128,243,125,1,52,71
ENSG00000117242,58,17,1,1,515,123
ENSG00000181273,0,0,0,1,0,1
ENSG00000181274,507,826,560,269,99,186
ENSG00000250011,2,1,3,3,2,5
ENSG00000124116,3,5,0,2,3,6
ENSG00000197360,88,25,2,10,1,1
ENSG00000197361,24,14,24,6,10,6
ENSG00000197362,252,112,307,70,68,61
ENSG00000197363,83,80,116,60,85,49
ENSG00000197364,0,0,0,0,0,0
ENSG00000151572,0,1,3,11,1,2
ENSG00000151577,0,1,1,0,1,1
ENSG00000151576,481,398,515,525,150,264
ENSG00000151575,57,123,110,47,56,57
ENSG00000160949,1217,1106,1391,1036,1576,436
ENSG00000140694,586,668,665,728,669,578
ENSG00000188694,1,0,0,0,0,0
ENSG00000103018,1878,1011,1012,996,2030,1665
ENSG00000140691,147,126,146,116,207,113
ENSG00000246851,0,8,3,3,5,4
ENSG00000238038,0,0,0,0,0,0
ENSG00000238039,2,4,3,6,0,1
ENSG00000235008,0,0,0,5,4,3
ENSG00000235009,1,0,0,0,0,0
ENSG00000246859,25,66,15,106,13,156
ENSG00000235005,1,0,0,0,1,1
ENSG00000238031,0,0,0,0,0,0
ENSG00000238037,0,0,0,0,0,0
ENSG00000238034,0,0,0,0,0,0
ENSG00000238035,41,24,93,55,27,48
ENSG00000280449,0,0,0,0,0,0
ENSG00000143520,1,3,8,9,2,3
ENSG00000280440,0,0,0,0,5,0
ENSG00000280441,0,0,0,0,1,0
ENSG00000280443,0,0,0,0,0,0
ENSG00000280444,0,0,3,0,0,2
ENSG00000280445,0,2,0,3,0,0
ENSG00000280446,0,0,0,0,0,0
ENSG00000280447,0,0,0,0,0,0
ENSG00000232698,1,0,2,0,1,0
ENSG00000217527,0,1,0,0,0,0
ENSG00000282358,0,0,0,0,0,0
ENSG00000282359,0,0,0,0,0,0
ENSG00000203286,2,2,3,0,1,2
ENSG00000215397,1,0,0,0,4,0
ENSG00000253237,0,0,0,0,0,0
ENSG00000203288,102,33,24,1,4,2
ENSG00000253484,0,0,0,0,0,0
ENSG00000266222,0,2,1,0,0,0
ENSG00000197989,233,209,228,599,140,272
ENSG00000266227,0,0,0,1,0,0
ENSG00000197984,0,0,0,0,0,0
ENSG00000197980,16,38,18,7,46,6
ENSG00000213639,3025,1637,2305,1687,3015,3051
ENSG00000197982,1093,872,556,541,822,432
ENSG00000212232,14,9,12,10,11,29
ENSG00000075073,10,4,4,2,3,16
ENSG00000235385,0,0,0,0,0,358
ENSG00000278002,9,13,5,1,14,3
ENSG00000253482,0,0,0,0,0,0
ENSG00000220091,0,1,0,2,0,0
ENSG00000278000,12,9,13,5,0,5
ENSG00000235382,0,0,0,0,0,0
ENSG00000213498,0,0,0,0,0,1
ENSG00000224008,0,0,0,0,0,0
ENSG00000203434,0,0,0,0,0,0
ENSG00000254081,0,0,0,1,0,0
ENSG00000225078,0,0,0,0,0,0
ENSG00000213493,4,2,6,10,8,5
ENSG00000142694,67,7,44,270,187,117
ENSG00000269288,0,0,0,1,0,0
ENSG00000281710,0,0,0,0,0,3
ENSG00000225071,1,0,0,2,1,0
ENSG00000225072,1,0,1,0,0,0
ENSG00000225075,9,3,3,5,5,3
ENSG00000142698,1,0,1,0,0,1
ENSG00000225077,16,6,9,5,36,6
ENSG00000226527,0,0,0,0,0,0
ENSG00000226526,0,2,0,3,1,1
ENSG00000226525,91,63,59,82,68,65
ENSG00000184588,17,7,2,312,266,219
ENSG00000149443,0,0,0,0,1,0
ENSG00000226521,0,1,0,0,1,0
ENSG00000226520,0,0,0,2,4,4
ENSG00000184584,44,8,37,50,1458,148
ENSG00000226529,0,0,0,0,0,0
ENSG00000254743,0,0,0,0,0,0
ENSG00000183122,0,0,0,0,0,0
ENSG00000055813,2,197,40,3,225,4
ENSG00000247810,0,0,0,0,0,0
ENSG00000183128,0,0,0,0,0,4
ENSG00000228587,0,0,0,0,0,0
ENSG00000228586,0,0,0,0,0,0
ENSG00000228585,0,0,0,0,0,0
ENSG00000250415,0,0,0,0,0,0
ENSG00000250412,5,1,0,1,0,0
ENSG00000250413,0,0,0,0,0,0
ENSG00000267179,1,5,5,5,2,0
ENSG00000267178,0,0,0,0,0,0
ENSG00000267177,0,0,0,0,0,0
ENSG00000267175,0,0,0,0,0,0
ENSG00000267174,2,0,2,0,0,1
ENSG00000267173,0,0,0,0,0,0
ENSG00000267172,5,1,0,0,0,0
ENSG00000250418,0,0,0,0,0,0
ENSG00000267170,0,0,0,0,0,0
ENSG00000185986,63,91,149,39,24,33
ENSG00000185985,0,0,0,27,0,0
ENSG00000242163,0,1,0,1,0,1
ENSG00000185982,1,0,0,0,0,0
ENSG00000142347,27,26,14,5,49,71
ENSG00000239808,1,1,0,0,0,0
ENSG00000239809,0,0,0,0,0,0
ENSG00000263884,6,2,21,0,16,0
ENSG00000263883,1,0,1,1,3,0
ENSG00000263882,0,0,0,0,0,0
ENSG00000185989,344,426,166,382,333,1151
ENSG00000185988,1,3,6,0,7,1
ENSG00000184634,560,604,618,695,677,481
ENSG00000184635,289,138,186,170,1,2
ENSG00000163554,2,2,2,2,1,0
ENSG00000163558,1139,1983,1202,750,1656,693
ENSG00000205531,1414,2005,1542,1216,1853,1912
ENSG00000205537,0,2,1,0,0,0
ENSG00000205534,25,7,18,14,42,9
ENSG00000187581,0,0,1,0,0,1
ENSG00000187583,71,46,151,16,107,60
ENSG00000225698,0,0,0,0,0,0
ENSG00000159200,146,1510,311,330,787,957
ENSG00000187589,1,1,1,1,3,2
ENSG00000225695,32,19,24,37,18,43
ENSG00000225697,280,218,234,295,394,374
ENSG00000225690,0,0,0,1,0,0
ENSG00000225693,2,4,6,1,0,6
ENSG00000040275,502,588,473,1368,1791,859
ENSG00000118777,214,8,24,6,409,973
ENSG00000229188,0,0,0,0,0,0
ENSG00000114491,570,753,772,664,332,350
ENSG00000229184,0,1,1,0,1,0
ENSG00000241756,0,0,0,0,0,0
ENSG00000253377,0,0,0,0,0,15
ENSG00000229180,72,144,123,50,83,38
ENSG00000229182,0,0,0,0,0,0
ENSG00000229183,0,0,0,0,0,0
ENSG00000278238,19,13,1,9,24,4
ENSG00000278239,0,0,0,0,0,0
ENSG00000253297,0,0,0,0,0,0
ENSG00000253291,0,0,0,0,0,1
ENSG00000253290,0,0,0,0,0,0
ENSG00000253293,45,3,4,17,5,185
ENSG00000158560,13,41,3,5,1,1
ENSG00000259631,0,0,0,1,0,0
ENSG00000278231,7,1,5,0,0,4
ENSG00000259632,0,0,0,0,0,0
ENSG00000259635,1,1,1,0,0,3
ENSG00000253298,0,0,0,0,0,0
ENSG00000259637,1,0,0,0,0,0
ENSG00000259636,1,0,0,0,0,0
ENSG00000227694,3,2,1,2,1,1
ENSG00000227695,0,0,13,4,1,3
ENSG00000227692,6,1,0,0,2,1
ENSG00000227693,0,0,0,0,0,0
ENSG00000276100,0,1,0,0,0,1
ENSG00000227698,0,3,2,2,2,1
ENSG00000271737,31,7,8,10,51,12
ENSG00000166454,1815,1180,1368,447,953,683
ENSG00000166455,12,12,18,15,36,5
ENSG00000166452,237,245,233,259,278,218
ENSG00000166450,525,72,157,106,111,236
ENSG00000166451,1031,587,395,327,960,419
ENSG00000244541,5,0,4,0,0,0
ENSG00000244540,0,0,0,0,0,0
ENSG00000160111,433,1125,857,4,7,17
ENSG00000244545,0,0,0,0,0,0
ENSG00000244544,0,0,0,0,0,0
ENSG00000229236,0,0,0,0,0,0
ENSG00000229237,1,1,1,0,0,0
ENSG00000278478,0,0,0,0,0,0
ENSG00000229235,0,0,0,0,0,0
ENSG00000157625,665,878,1115,454,703,475
ENSG00000229233,0,0,0,0,0,0
ENSG00000153714,184,2005,155,474,104,137
ENSG00000229231,0,0,1,0,0,0
ENSG00000229238,3,0,0,2,2,1
ENSG00000229239,0,0,0,0,0,0
ENSG00000253998,0,0,0,0,0,0
ENSG00000253999,0,0,0,0,0,0
ENSG00000227342,0,0,0,0,0,0
ENSG00000227343,0,1,0,1,1,0
ENSG00000227344,30,22,9,117,34,35
ENSG00000227345,265,674,538,344,445,360
ENSG00000227347,7,3,1,4,1,4
ENSG00000227348,0,0,1,0,0,0
ENSG00000227349,0,0,0,0,0,0
ENSG00000155660,7189,1905,2503,4302,4473,5165
ENSG00000155666,152,66,57,63,59,34
ENSG00000182742,2,12,3,224,175,0
ENSG00000182747,0,2,0,0,0,0
ENSG00000182749,154,158,36,151,133,105
ENSG00000126233,5,6,6,0,0,0
ENSG00000091622,123,90,491,287,139,12
ENSG00000126231,6,5,8,2,8,5
ENSG00000254418,1,0,1,0,1,0
ENSG00000254419,3,2,1,1,0,1
ENSG00000251429,16,12,12,7,14,15
ENSG00000186676,11,5,1,1,3,6
ENSG00000186678,0,0,0,0,0,0
ENSG00000254413,205,144,270,65,243,344
ENSG00000251426,0,0,0,0,0,0
ENSG00000254411,0,0,0,1,0,0
ENSG00000254416,5,0,0,0,0,0
ENSG00000254417,1,0,0,0,0,0
ENSG00000254414,2,0,0,2,2,0
ENSG00000254415,0,0,0,0,0,0
ENSG00000196110,15,35,23,36,105,31
ENSG00000196114,0,1,0,0,0,0
ENSG00000196115,0,0,0,2,0,0
ENSG00000196116,349,154,118,211,323,259
ENSG00000196118,98,113,29,87,204,74
ENSG00000196119,2,5,0,0,0,0
ENSG00000257146,0,0,0,0,3,0
ENSG00000224632,0,0,0,0,0,0
ENSG00000249320,0,0,0,0,0,0
ENSG00000256814,0,0,0,0,0,0
ENSG00000256817,1,1,1,1,1,1
ENSG00000256810,0,0,0,0,0,0
ENSG00000268006,131,92,119,223,149,159
ENSG00000256812,0,0,0,3,0,2
ENSG00000256813,0,0,0,0,0,0
ENSG00000213187,0,0,0,1,0,0
ENSG00000235595,0,0,0,0,0,0
ENSG00000213181,0,0,0,0,0,0
ENSG00000237464,0,0,0,0,0,0
ENSG00000249321,0,1,0,0,0,0
ENSG00000235593,0,0,0,1,0,0
ENSG00000007933,0,14,1,0,0,30
ENSG00000213183,0,0,0,0,0,0
ENSG00000227059,0,0,0,1,0,0
ENSG00000155087,1,0,0,1,0,0
ENSG00000155085,46,109,39,7,23,45
ENSG00000251468,1,1,0,0,0,2
ENSG00000222028,0,0,1,0,0,0
ENSG00000231264,0,0,0,0,0,0
ENSG00000231265,0,0,0,0,0,0
ENSG00000231266,0,0,0,0,0,0
ENSG00000175352,0,71,16,10,526,209
ENSG00000175354,564,321,589,405,309,304
ENSG00000175356,1357,246,63,10,9,3
ENSG00000037474,1955,1676,2277,1991,2120,1577
ENSG00000185219,246,793,440,424,426,414
ENSG00000237843,0,0,0,0,0,0
ENSG00000185215,9,1338,339,100,1480,2296
ENSG00000227050,0,2,2,0,0,0
ENSG00000133460,169,217,188,98,104,78
ENSG00000170653,614,798,798,615,332,428
ENSG00000242431,0,0,0,0,0,0
ENSG00000242430,0,0,0,0,0,0
ENSG00000237844,0,0,0,0,0,0
ENSG00000197647,142,26,114,23,15,7
ENSG00000197646,0,1,0,190,119,94
ENSG00000197644,0,0,0,0,0,0
ENSG00000155438,443,447,483,630,333,358
ENSG00000197641,1,0,0,0,0,0
ENSG00000227055,0,0,0,0,0,0
ENSG00000222024,0,0,0,0,0,0
ENSG00000133466,299,247,1446,20,787,47
ENSG00000199977,0,0,1,0,0,0
ENSG00000280073,5,1,3,0,3,0
ENSG00000199975,0,0,1,0,0,0
ENSG00000255433,0,0,2,0,0,0
ENSG00000255432,28,52,8,26,42,18
ENSG00000255431,0,0,0,0,0,0
ENSG00000255430,0,0,0,0,0,0
ENSG00000255437,0,0,0,0,0,0
ENSG00000255435,15,20,6,2,7,6
ENSG00000255434,3,0,0,0,0,0
ENSG00000273424,0,3,5,0,0,0
ENSG00000255439,74,45,39,236,117,121
ENSG00000255438,17,0,0,0,0,1
ENSG00000246334,5,5,6,15,59,16
ENSG00000160200,198,119,54,91,45,37
ENSG00000183914,16,3,8,1,21,27
ENSG00000160202,0,0,0,0,0,0
ENSG00000246331,0,0,1,0,0,0
ENSG00000160207,22,21,12,17,34,8
ENSG00000183911,4,0,2,0,1,0
ENSG00000160209,2409,1356,1169,937,1402,1584
ENSG00000160208,1488,1026,835,1090,1300,787
ENSG00000243129,0,0,0,0,0,0
ENSG00000246339,17,17,8,4,21,5
ENSG00000183918,0,0,0,0,1,0
ENSG00000240471,0,0,0,0,0,1
ENSG00000171295,244,334,238,122,33,50
ENSG00000171291,0,42,24,26,0,1
ENSG00000240477,1,3,1,1,2,0
ENSG00000240476,0,0,0,8,39,0
ENSG00000240478,0,0,0,0,0,0
ENSG00000171298,1480,2067,727,149,1675,913
ENSG00000135932,711,406,1207,807,1976,1436
ENSG00000259039,1,0,1,1,0,0
ENSG00000225661,1,1,1,1,1,1
ENSG00000205636,1,0,0,0,0,0
ENSG00000276500,0,0,0,0,0,0
ENSG00000276502,0,0,0,0,0,0
ENSG00000244124,1,2,1,5,0,4
ENSG00000225663,112,145,499,816,295,173
ENSG00000276507,0,0,0,0,0,0
ENSG00000276508,0,0,0,0,0,0
ENSG00000276509,0,1,0,0,0,3
ENSG00000259038,0,14,3,0,0,2
ENSG00000150269,0,0,0,0,1,0
ENSG00000095539,44,227,40,44,43,23
ENSG00000268593,1,1,2,0,9,1
ENSG00000230604,0,0,0,0,0,0
ENSG00000230607,1,0,0,0,2,0
ENSG00000230606,11,16,91,99,20,17
ENSG00000230601,1,0,3,0,12,0
ENSG00000230600,0,0,0,0,0,0
ENSG00000230603,0,0,0,0,0,0
ENSG00000176115,0,0,1,0,0,0
ENSG00000273550,0,0,0,0,0,0
ENSG00000243782,0,3,0,0,0,1
ENSG00000243780,0,0,0,0,0,0
ENSG00000243781,1,1,1,2,1,1
ENSG00000146122,3,11,10,0,0,46
ENSG00000243789,92,197,126,40,12,42
ENSG00000248664,1,3,1,5,1,0
ENSG00000237959,0,0,0,0,0,0
ENSG00000248667,0,0,0,0,0,0
ENSG00000248660,0,0,0,0,0,0
ENSG00000280129,28,18,21,5,12,7
ENSG00000248663,42,486,78,0,0,0
ENSG00000237950,9,3,9,0,10,2
ENSG00000237951,1,0,0,0,0,0
ENSG00000280125,0,0,0,0,0,0
ENSG00000280124,0,0,0,0,0,0
ENSG00000248668,6,0,4,4,5,4
ENSG00000177868,75,49,75,128,97,74
ENSG00000237956,0,0,0,0,0,0
ENSG00000237957,0,0,0,0,0,0
ENSG00000267736,2,0,1,1,8,0
ENSG00000241782,1,5,3,1,0,0
ENSG00000241785,0,0,0,0,2,0
ENSG00000241787,0,0,0,0,0,0
ENSG00000241788,1,0,0,0,0,0
ENSG00000241789,0,0,0,0,0,0
ENSG00000243870,1,1,0,0,0,0
ENSG00000243871,0,0,0,1,1,1
ENSG00000243872,0,0,0,0,0,0
ENSG00000243873,0,0,0,0,0,0
ENSG00000243877,0,0,0,0,0,1
ENSG00000267298,0,0,0,1,0,0
ENSG00000084693,657,616,193,295,838,431
ENSG00000163960,1150,1763,898,1072,1598,1216
ENSG00000167261,7,0,1,0,2,0
ENSG00000240787,3,1,0,1,1,0
ENSG00000163964,749,1175,458,417,609,342
ENSG00000167264,358,270,273,248,159,145
ENSG00000241438,0,0,0,0,0,0
ENSG00000241439,0,0,0,0,0,0
ENSG00000241431,13,8,4,5,16,10
ENSG00000242960,85,37,110,167,73,268
ENSG00000237546,0,0,0,0,0,0
ENSG00000259170,0,0,0,0,0,0
ENSG00000237378,1,0,7,2,0,2
ENSG00000237379,3,1,1,1,0,2
ENSG00000177243,0,0,1,0,0,0
ENSG00000237377,0,0,0,0,0,0
ENSG00000237370,0,0,0,0,2,0
ENSG00000237371,1,1,0,0,3,0
ENSG00000237372,1,0,2,0,1,0
ENSG00000237373,2,1,0,0,0,0
ENSG00000277757,0,0,0,0,0,0
ENSG00000272506,1,0,0,0,0,0
ENSG00000178694,194,129,123,151,96,102
ENSG00000047249,566,842,514,703,275,462
ENSG00000272501,35,10,8,8,71,25
ENSG00000272502,0,5,1,0,1,26
ENSG00000272508,11,12,0,1,0,0
ENSG00000272509,7,19,18,12,0,5
ENSG00000277758,13,53,29,29,24,7
ENSG00000223128,0,0,0,0,0,0
ENSG00000242385,0,0,0,0,0,0
ENSG00000238048,0,0,1,0,1,0
ENSG00000274219,0,0,0,1,0,0
ENSG00000274216,0,0,0,0,0,0
ENSG00000274214,4,6,0,0,1,0
ENSG00000274215,1,3,0,2,13,0
ENSG00000274212,0,0,0,0,0,0
ENSG00000040731,1,13,13,2458,51,4
ENSG00000223126,0,0,0,0,0,0
ENSG00000274211,272,533,2336,136,226,105
ENSG00000279620,0,0,0,1,0,1
ENSG00000279621,1,0,1,0,3,0
ENSG00000063245,1733,1195,1089,1385,2181,1717
ENSG00000063244,3174,2568,2829,3908,3193,2214
ENSG00000279624,4,0,11,6,2,0
ENSG00000279625,0,0,0,0,0,0
ENSG00000063241,692,546,427,661,697,313
ENSG00000270909,0,0,0,0,0,0
ENSG00000279628,0,0,1,0,1,0
ENSG00000184856,2,0,0,0,0,4
ENSG00000270904,0,0,0,0,0,0
ENSG00000270903,4,8,5,0,0,3
ENSG00000270900,0,0,0,0,0,0
ENSG00000253432,0,0,0,0,0,0
ENSG00000163833,0,1,2,0,0,1
ENSG00000240694,1,5,2,52,5,5
ENSG00000030419,159,79,109,44,58,54
ENSG00000172748,6,39,24,21,15,16
ENSG00000249209,3,0,0,0,22,0
ENSG00000179299,94,265,164,4,1,1
ENSG00000179295,2875,4124,3206,2649,3781,3575
ENSG00000249207,6,4,1,1,1,9
ENSG00000249206,0,0,1,0,0,0
ENSG00000249201,0,0,0,0,0,0
ENSG00000172746,0,1,2,1,0,2
ENSG00000249203,0,0,0,0,0,0
ENSG00000223692,1,2,2,0,12,0
ENSG00000118496,382,194,239,699,265,700
ENSG00000236779,0,1,1,0,0,0
ENSG00000236778,7,13,23,15,5,12
ENSG00000234953,0,0,0,0,0,0
ENSG00000223697,8,17,4,7,6,4
ENSG00000223694,0,0,1,1,0,1
ENSG00000223695,1,3,1,0,1,0
ENSG00000236773,11,9,12,8,1,6
ENSG00000236772,5,6,1,0,6,8
ENSG00000223698,0,0,0,0,0,0
ENSG00000122367,21,8,16,0,9,6
ENSG00000236777,0,0,0,0,0,0
ENSG00000236776,0,0,0,0,0,0
ENSG00000236775,0,0,0,0,0,0
ENSG00000174744,433,743,721,406,1227,388
ENSG00000262106,0,0,0,2,0,0
ENSG00000174740,0,0,0,0,0,0
ENSG00000232470,2,7,3,2,2,1
ENSG00000232471,2,3,0,0,0,1
ENSG00000232472,387,203,205,318,261,308
ENSG00000232474,0,0,0,0,0,0
ENSG00000174748,10471,7660,3557,7929,7947,6860
ENSG00000116127,823,211,515,295,1042,335
ENSG00000116120,1557,982,1115,805,938,863
ENSG00000116128,392,568,353,564,220,128
ENSG00000113575,2497,2453,2493,2520,2537,1688
ENSG00000117650,486,1147,349,575,1071,458
ENSG00000244593,0,0,0,1,0,0
ENSG00000249210,2,1,1,1,1,2
ENSG00000113578,1,0,10,58,22,5
ENSG00000224477,0,0,0,0,0,0
ENSG00000224476,0,0,0,0,0,1
ENSG00000224475,0,1,0,0,0,0
ENSG00000244607,1,3,6,2,1,3
ENSG00000224473,0,0,0,0,0,0
ENSG00000224471,0,2,0,0,0,0
ENSG00000224470,1355,795,1426,510,1205,708
ENSG00000089127,56,188,10,3,595,24
ENSG00000278573,0,0,0,0,0,0
ENSG00000089123,201,132,81,100,91,72
ENSG00000224479,8,2,4,0,1,4
ENSG00000278570,28,11,6,1,4,0
ENSG00000262081,0,0,0,0,0,1
ENSG00000264050,0,0,0,0,0,0
ENSG00000264057,2,6,1,1,4,0
ENSG00000264058,0,0,0,0,0,0
ENSG00000271369,1,0,0,0,0,0
ENSG00000271368,0,0,0,0,0,0
ENSG00000271364,0,0,0,0,0,0
ENSG00000271367,5,0,3,0,0,0
ENSG00000271366,3,3,2,0,0,0
ENSG00000271361,0,0,0,0,0,0
ENSG00000271360,0,0,0,0,0,0
ENSG00000271362,0,0,0,0,0,1
ENSG00000103253,343,253,178,49,143,193
ENSG00000270019,5,6,10,2,36,2
