	HS578T	MCF7	MDA-MB-231	T47D	ZR-75B
AGXT2L2	10.3957	38.0079	18.1283	10.8479	14.8136
AHCTF1	22.2562	10.3466	31.6625	18.6784	28.8823
AHCY	64.7769	167.133	120.712	303.997	229.655
AHCYL1	55.9038	68.8871	107.896	51.2387	55.7762
AHCYL2	4.94894	9.95162	9.48314	4.97894	5.04403
AHDC1	7.47466	2.72108	4.64806	4.29376	5.84105
AHI1	15.0379	3.25558	6.18238	2.97037	8.43832
AHNAK	192.764	103.696	191.178	192.218	73.6407
AHNAK2	24.0423	1.64238	20.271	16.196	3.15043
AHR	63.1525	1.59445	30.0521	14.1745	7.56708
AHRR	40.8179	4.08355	2.61848	0.919164	0.686873
AHSA1	151.543	142.708	142.173	186.889	141.209
AHSA2	5.79423	25.2374	11.6245	6.69345	6.17128
AHSG	0.207966	0.0835894	0.0800988	0.23696	0.540181
AHSP	0	0	0	0	0
AICDA	0	0	0	0	0
AIDA	39.0069	9.45556	38.5589	16.5453	31.2157
AIF1	0	0.11696	0.0745046	0	0.071419
AIF1	0	0	0	0	0
AIF1	0	0	0	0	0
AIF1	0	0	0	0	0
AIF1	0	0	0	0	0
AIF1	0	0	0	0	0
AIF1L	0.165558	28.3078	21.267	21.7096	26.1453
AIFM1	20.5127	36.5081	21.5558	38.417	54.7433
AIFM2	9.70781	4.611	18.5902	0.759088	7.88991
AIFM3	0.418078	2.86499	0	1.66423	0.336783
AIG1	32.8423	44.5921	39.2514	22.7123	17.6139
AIG1P1	0	0	0	0	0
AIM1	1.74422	2.30702	28.2766	14.4387	6.03266
AIM1L	0.375441	0.842074	0.373486	10.735	3.84617
AIM2	0	0	0.0777956	0	0.824306
AIMP1	17.5281	25.5328	19.3131	18.3831	28.071
AIMP1P1	0	0	0	0	0
AIMP1P2	0	0	0.168968	0	0
AIMP2	33.824	31.3308	25.7113	55.4248	45.7401
AIP	35.2123	120.677	37.7557	51.915	100.457
AIPL1	0	0	0.0555561	0	0.0533483
AIRE	0	0	0	0	0
AIRN	0	0	0.00666455	0	0
AJ003147.8	0	0.126782	0	0	0
AJ003147.9	0	0.118158	0	0	0.342246
AJ006995.3	0	0	0	0	0
AJ006998.2	0	0	0	0	0.0317433
AJ009632.3	0	0	0	0	0
AJ239321.3	0	0	0.0673791	0	0
AJ239322.1	0	0	0	0.0155434	0
AJ239322.3	0	0	0	0	0
AJAP1	0	0	0	0	0.0490212
AJUBA	23.6795	6.94665	58.6811	40.8158	15.0124
AK1	35.1191	18.2067	52.0387	95.2799	75.4474
AK2	41.6028	31.4375	46.315	52.5961	36.065
AK2P2	0	0	0.0543399	0.0620455	0
AK3	17.3647	15.241	15.2698	15.0099	14.018
AK3P2	0.171337	0	0.29845	0.227114	0.095143
AK3P3	0.375686	0.302161	0.598148	0.123946	0.678881
AK3P4	0	0	0	0	0
AK3P5	0.130239	0	0.151006	0	0.217107
AK4	4.52424	7.95936	10.593	11.3309	10.0268
AK4P1	7.85972	9.35077	10.3533	15.2499	12.747
AK4P2	0	0	0	0	0
AK4P3	1.35665	1.82061	1.97247	2.43467	2.38797
AK4P4	0	0	0	0.0642077	0
AK4P5	0	0	0	0	0
AK4P6	0	0.204651	0	0	0
AK5	47.6008	0.122052	1.50645	0	0.48598
AK7	0	10.0765	0.550131	1.97089	2.36461
AK8	0.0253304	0.822634	0.0585171	0.820277	0.592253
AKAP1	8.01024	16.2628	23.6301	16.0721	55.7152
AKAP10	11.6704	13.2356	14.6877	17.0141	7.96924
AKAP11	8.97592	5.29325	12.0226	5.71311	4.52114
AKAP11-IT1	0.123645	0	0	0	0
AKAP12	20.748	0.186864	68.7358	1.97313	0.891346
AKAP13	16.5475	13.8121	20.6141	10.0026	8.29732
AKAP14	0	0	0.260363	0.241645	0
AKAP16BP	0.0189658	0.0152441	0.0219019	0	0.0211184
AKAP17A	9.68382	11.1976	10.3238	11.3957	11.1666
AKAP2	47.1864	0.76393	85.1949	1.05659	1.07122
AKAP3	0.360161	0.750553	0.0580753	0.0111599	0.256408
AKAP4	0	0	0	0	0
AKAP4	0	0	0	0	0
AKAP5	0.16086	0.206895	1.1601	0.909912	0.340797
AKAP6	0.152009	0.651406	1.4531	1.82804	1.44819
AKAP7	2.20989	0.450442	2.69402	1.02554	1.48701
AKAP8	9.66119	13.3724	13.6777	7.8994	8.9255
AKAP8L	23.3021	57.0155	30.0946	30.4137	23.3353
AKAP9	6.31374	5.10526	13.1498	2.57521	6.73964
AKD1	0.969723	2.4623	1.77558	2.55595	2.61467
AKIP1	15.3579	11.4557	18.9785	22.2155	24.5612
AKIRIN1	22.7412	14.7513	23.1835	23.1454	24.9332
AKIRIN2	13.641	18.8792	12.9725	8.41956	5.92743
AKIRIN2-AS1	2.17813	6.57547	0.948887	1.44444	0.705436
AKNA	0.860364	1.63602	6.02566	3.45393	2.85898
AKNAD1	0.44906	0.320917	0.321543	0.153905	0.384812
AKR1A1	72.9644	45.9776	61.9734	83.1239	73.3001
AKR1B1	260.58	0.190662	103.48	0.262738	6.5114
AKR1B10	4.88006	0.895957	0.232208	0	0.0374724
AKR1B15	0.107844	0.755826	0	0	0.0147352
AKR1B1P1	1.05255	0	0.469527	0	0
AKR1B1P2	7.48028	0	2.10928	0	0.103178
AKR1B1P4	0	0	0	0	0
AKR1B1P6	0	0	0	0	0
AKR1B1P7	0.242674	0	0.0701657	0	0
AKR1B1P8	0	0	0	0	0
AKR1B1P8	0	0	0	0	0
AKR1C1	146.299	2.32004	2.2569	0.376039	0.419316
AKR1C1	0	0	0	0	0
AKR1C2	16.4526	12.4242	1.26363	0.19117	3.48779
AKR1C2	0	0	0	0	0
AKR1C3	43.2121	3.02584	12.2329	0.514153	4.63537
AKR1C3	0	0	0	0	0
AKR1C4	0.089148	0	0.0156816	0	0
AKR1C4	0	0	0	0	0
AKR1CL1	0	0	0	0	0
AKR1CL1	0	0	0	0	0
AKR1D1	0	0	0	0	0
AKR1D1P1	0	0	0	0	0
AKR1E2	0.723591	3.87477	0.019841	4.15148	0.0788737
AKR7A2	49.6331	34.2458	43.1256	60.1933	31.1491
AKR7A2P1	1.07685	0.993204	1.11366	1.06398	0.740022
AKR7A3	0.454795	0.401103	0.283434	2.52555	11.8591
AKR7L	0.390099	0.35236	0.183346	0.578167	2.10412
AKT1	102.753	163.666	84.3339	164.694	218.564
AKT1S1	46.0391	28.4645	32.4376	36.5186	31.9929
AKT2	88.7236	78.9795	90.1791	103.839	90.9177
AKT3	24.2432	0.188892	18.0113	0.0223046	0.12568
AKT3-IT1	0	0	0.0759098	0	0
AKTIP	7.6446	10.0811	13.7622	22.0427	10.6248
AL008708.1	0	0	0	0	0
AL008721.1	0	0	0	0	0
AL008733.1	0	0	0	0	0
AL009050.1	0	0	0	0	0
AL009174.1	0	0	0	0	0
AL009178.1	0	0.0305	0	0	0.0739431
AL020993.1	0	0	0	0	0
AL020996.1	0.268417	0.437263	0.134044	0.265702	0.162826
AL021068.1	0.110742	0.474801	0.23461	0.267072	0.821818
AL021394.1	0	0	0	0	0
AL021398.1	0	0	0	0	0
AL021707.1	1.82E-108	2.58E-54	6.12E-74	1.00E-37	2.37E-203
AL021707.2	2.42E-36	0.259644	0.783011	1.16696	1.37564
AL021917.1	0	0	0	0	0
AL021920.1	0	0	0	0	0
AL021920.2	0	0	0	0	0
AL021977.1	13.8456	4.79041	8.4553	9.4065	5.5351
AL022237.3	0	0	0	0	0
AL022314.1	0	0	0	0	0
AL022315.1	0.182868	0.294433	0	0	0.101528
AL022328.1	0	0	0	0	0
AL022341.1	0	0	0	0	0
AL022341.3	0.597735	0	0	0.132264	0
AL022344.2	0.215858	0	0.0935959	0	0
AL022344.3	0	0	0	0	0
AL022344.4	1.6931	0	1.28355	0	0
AL022344.5	0	0	0	0	0
AL022344.7	0	0	0	0	0.0329749
AL022393.7	0	0	0	0	0
AL022400.1	0	0	0	0	0
AL022476.2	0.0254954	1.01E-174	0.0519875	0.0205774	0.0496238
AL022578.1	0	0	0	0	0
AL023583.1	0	0	0	0	0
AL023807.1	0	0	0	0	0
AL023807.2	0	0	0	0	0.00780937
AL023913.1	0	0	0	0	0
AL030997.1	0	0	0	0	0
AL031005.1	0	0	0	0	0
AL031055.1	0	0	0	0	0
AL031176.1	0	0	0	0	0
AL031284.1	0	0	0	0	0
AL031320.1	0	0	0	0	0
AL031390.1	0	0	0	0	0
AL031584.1	0	0	0	0	0
AL031590.1	0	0	0	0	0
AL031594.1	0	0	0	0	0
AL031601.1	0	0	0	0	0
AL031601.2	0	0	0.425885	0	0.440143
AL031601.3	0	0	0	0	0
AL031602.1	0	0	0	0	0
AL031653.1	0	0	0	0	0
AL031655.1	0	0	0	0	0
AL031655.2	0	0	0	0	0
AL031663.1	0	0	0	0	0
AL031663.2	0.0162464	0.0261161	0.0375195	0.0426929	0.165646
AL031666.1	0	0	0	0	0
AL031666.2	0.0235019	0.020582	0.0139431	0.0154461	0.039251
AL031721.1	0	0	0	0	0
AL031768.1	0	0	0	0	0
AL031905.1	0	0	0	0	0
AL033378.1	0	0	0	0	0
AL033381.1	0	0	0	0	0
AL033403.1	0	0	0	0	0
AL033528.1	0	0	0	0	0
AL033532.1	3.62075	0.0568115	2.82581	1.10707	2.70811
AL034375.1	0	0	0	0	0
AL034400.1	0	0	0	0	0
AL034449.1	0	0	0	0	0
AL034548.1	5.99702	5.80091	7.76312	8.65038	6.35408
AL034553.1	0	0	0	0	0
AL035045.1	0	0	0	0	0
AL035045.2	0	0	0	0	0
AL035088.1	0	0	0	0	0
AL035106.1	0	0	0	0	0
AL035250.1	0	0	0	0	0
AL035252.1	3.65E-191	1.63E-70	0.658851	1.16E-74	2.23E-74
AL035406.1	0	0	0	0	0
AL035422.1	0	0	0	0	0
AL035422.2	0	0	0	0	0
AL035422.3	0	0	0	0	0
AL035422.4	0	0	0	0	0
AL035457.1	0	0	0	0	0
AL035460.1	0	0	0.100547	0	0
AL035467.1	0	0	0	0	0
AL035588.1	0	0	0	0	0
AL035610.1	0	0	0	0	0
AL035610.2	0.163324	0	0	0.457723	0
AL035681.1	0	0	0	0	0
AL035697.1	0	0	0	0	0
AL035706.1	0	0	0	0	0
AL049539.1	0	0	0	0	0
AL049542.1	0	4.37945	0	0	0.8459
AL049543.1	0	0	0	0	0
AL049610.1	0	0	0	0	0
AL049636.1	0.0402618	0	0	0	0
AL049647.1	0	0	0	0	0
AL049745.1	0	0	0	0	0
AL049747.1	0	0.0551501	0	0.0447721	0
AL049757.3	41.0146	77.7787	115.365	38.103	43.541
AL049758.2	0.192963	0	0	0	0
AL049798.1	0	0	0	0	0
AL049829.1	1.81E-67	0	3.05E-223	1.34E-62	0
AL049831.1	0	0	0	0	0
AL049836.1	0	0.12417	0	0	0.323642
AL049840.1	0.449941	1.07533	1.04281	1.31714	0.825847
AL049871.1	0	0	0	0	0
AL050303.1	0.385367	0.0463211	0.0499271	0.795563	0
AL050303.7	0	0	0	0	0
AL050316.1	0	0	0	0	0
AL050321.1	0	0	0	0	0
AL050327.1	0	0	0	0	0
AL050335.1	0	0	0	0	0
AL078585.1	0	0	0	0	0
AL078621.13	0	0.039186	0	0	0
AL078621.3	0	0	0	0	0
AL078621.4	0.312903	0.0392038	3.70436	0	0
AL078621.5	0	0	0.337936	0	0
AL079339.1	0	0	0	0	0
AL079342.1	0	0.0170968	0	0	0
AL080243.1	0	0	0	0	0
AL080272.1	0	0	0	0	0
AL080274.1	0	0	0	0	0
AL080276.1	0	0	0	0	0
AL096677.1	0	0	0	0	0
AL096700.1	0	0	0	0	0
AL096864.1	0	0	0	0	0
AL096869.1	0	0	0	0	0
AL109612.1	0	0	0	0	0
AL109615.1	0	0	0	0	0
AL109618.1	0	0	0	0	0
AL109654.1	0	0	0	0	0
AL109658.1	0	0	0	0	0
AL109659.1	0	0	0	0	0.0632775
AL109749.1	0	0	0	0	0
AL109750.1	0	0	0	0	0
AL109754.1	0	0	0	0	2.62E-07
AL109761.5	0	0.164461	0	0	0
AL109763.1	0.462173	0	0.893917	0	0
AL109763.2	0.576145	0	3.33113	0.660444	0
AL109767.1	0	0	0	0	0
AL109805.1	0	0	0	0	0
AL109806.1	0	0.394352	0.189604	0	0
AL109843.1	0	0	0	0	0
AL109844.1	0	0	0	0	0
AL109922.1	0	0	0	0	0
AL109922.2	0	0	0	0	0
AL109927.1	7.92898	0.753802	0.24089	8.32E-11	0.000324208
AL109947.1	0	0	0	0	0
AL109947.2	0	0	0	0	0
AL110292.1	0	0	0	0	0
AL117190.1	0	0	0	0	0
AL117190.2	0	0	0	0	0
AL117190.3	0	0	0	0	0
AL117209.1	0	0	0	0	0
AL117333.1	0	0	0	0	0
AL117334.1	0	0	0	0	0
AL117337.1	0	0	0	0	0
AL117340.1	0.0200315	0.0161009	0.0115668	0	0
AL117380.1	0	0	0	0	0
AL117380.2	0	0	0	0	0
AL118506.1	0	0.341721	0.821015	0.468307	0.0786458
AL118508.1	0	0	0	0	0
AL118509.1	0	0	0	0	0
AL118525.1	0	0	0	0	0
AL121578.2	0	0.416376	0	0	2.03931
AL121578.5	0	0	0	0	0
AL121578.7	0	0	0	0	0.0895117
AL121584.1	0	0	0	0	0
AL121588.1	0	0	0	0	0
AL121594.1	0	0	0	0	0
AL121652.1	0	0	0	0	0
AL121652.2	0	0	0	0	0
AL121652.3	0	0	0	0	0
AL121655.1	0	0	0	0	0
AL121656.5	0	0.232537	0	0	0
AL121657.4	0	0	0	0	0
AL121748.1	0	0	0	0	0
AL121753.1	0	0	0	0	0
AL121756.1	0	0	0	0	0
AL121761.1	0	0	0	0	0
AL121761.2	5.98E-07	5.76E-07	5.49E-07	0.266119	0.112881
AL121819.1	0	0	0	0	0
AL121865.1	0	0	0	0	0
AL121865.2	0	0	0	0	0
AL121865.3	0	0	0	0	0
AL121869.1	0	0	0	0	0
AL121875.1	0	0	0	0	0
AL121878.1	0	0	0	0	0
AL121893.1	0	0	0	0	0
AL121895.1	0	0	0	0	0
AL121897.1	0	0	0	0	0
AL121898.1	0	0	0	0	0
AL121899.1	0	0	0	0	0
AL121901.1	0	0	0	0	0
AL121914.1	0	0	0	0	0
AL121931.1	0	0	0	0	0
AL121932.1	0	0	0	0	0
AL121952.1	0	0	0	0	0
AL121963.1	0	0	0	0	0
AL121985.1	0	0	0	0	0
AL121987.1	0	0	0	0	0
AL121988.1	0	0	0	0	0
AL121992.1	0	0	0	0	0
AL122015.1	0	0	0	0	0
AL122019.1	0	0	0	0	0
AL122127.1	0	0	0	0	0
AL122127.2	0	0	0	0	0
AL122127.25	0	0	0	0	0
AL122127.3	0	0	0	0	0
AL122127.4	0	0	0	0	0
AL122127.5	0	0	0	0	0
AL132671.1	0	0	0	0	0
AL132709.1	0	0	0	0	0
AL132709.2	0	0	0	0	0
AL132709.3	0	0	0	0	0
AL132709.5	5.59677	0	0	0	0
AL132709.8	1.80213	0	0	0	0
AL132768.1	0	0	0	0	0
AL132772.1	0	0	0	0	0
AL132780.1	2.16E-37	6.29E-78	8.50E-75	6.09E-31	2.30E-23
AL132796.1	0	0	0	0	0
AL132819.1	0	0	0	0	0
AL132868.1	0	0	0	0	0
AL132875.1	0	0	0	0	0
AL132989.1	0.201186	0.485252	0.116297	0.297954	0.111948
AL133153.1	0	0	0	0	0
AL133167.1	0	0	0	0	0
AL133168.3	0	6.54E-12	0.140348	5.14E-18	0.482871
AL133228.1	0	0	0	0	0
AL133232.1	0	0	0	0	0
AL133244.1	0	0	0	0	0
AL133247.2	0	0	0	0	0
AL133249.1	0	0	0	0	0
AL133260.1	0	0	0	0	0
AL133262.1	0	0	0	0	0
AL133269.1	0	0	0	0	0
AL133318.1	0	0	0	0	0
AL133373.1	0.0199172	0.0160089	0	0.0130874	0.0221774
AL133376.1	0	0	0	0	0
AL133410.1	0	0	0	0	0
AL133445.1	0	0.0396521	0	0.324233	0.0274619
AL133458.1	0.0453243	0.819707	0.117783	0.0595739	0.113547
AL133493.2	0.0921492	0	0.0533474	0.0607976	0.401261
AL133500.1	0	0	0	0	0
AL135784.1	0	0	0	0	0
AL135791.1	0	0	0	0	0
AL135901.1	0	0	0	0	0
AL135998.1	0	0	0	0	0
AL136001.1	0	0	0	0	0
AL136090.1	0	0	0	0	0
AL136123.1	0	0	0	0	0
AL136137.1	0	0	0	0	0
AL136160.1	0	0	0	0	0
AL136218.1	0.894364	1.23E-81	0.780147	4.97E-126	2.66E-44
AL136302.1	0	0	0	0	0
AL136303.1	0	0	0	0	0
AL136376.1	0	0	0	0	0
AL136380.1	0	0	0	0	0
AL136418.1	0	0	0	0	0
AL136419.6	0.514138	0.921657	0.990706	0.843211	0.161811
AL136446.1	0	0	0	0	0
AL136531.1	0.0824958	0.0663204	0.190687	0.162818	0.091823
AL136967.1	0	0	0	0	0
AL136985.1	0	0	0	0	0
AL136987.1	0	0	0	0	0
AL137002.1	0	0	0	0	0
AL137008.1	0	0	0	0	0
AL137019.1	0	0	0	0	0
AL137024.1	0	0	0	0	0
AL137026.1	0	0	0	0	0
AL137059.1	0.755989	2.43348	1.05267	0.500465	0.839867
AL137118.1	0	0	0	0	0
AL137127.1	24.9795	0	0	0	0
AL137145.1	0.0332675	0.173803	0.0288109	0.0546397	0.0648287
AL137190.1	0	0	0	0	0
AL137224.1	0	0	0	16.8575	0
AL137229.1	0	0	0	0	0
AL137251.1	0	0	0	0	0
AL137798.1	0	0	0	0	0
AL137800.1	0	0	0	0	0
AL137846.1	0	0	0	0	0
AL137855.1	0	0	0	0	0
AL138479.3	0	0	0	0	0
AL138498.1	0	0	0	0	0
AL138696.1	0	0	0	0	0
AL138706.1	0	0	0	0	0
AL138710.1	0	0	0	0	0
AL138721.1	0	0	0	0	0
AL138743.1	0	0	0	0	0
AL138743.2	0	0	0	0	0
AL138751.1	0	0	0	0	0.362442
AL138764.1	0	0	0	0	0
AL138781.1	0	0.785604	0.0498095	0.0566919	0.0480025
AL138795.1	0	0	0	0	0
AL138796.1	0	0	0	0	0
AL138815.1	0	0	0	0	0
AL138815.2	0	0	0	0	0
AL138837.1	0	0	0	0	0
AL138847.1	0.0292613	0	0	0	0.0488649
AL138919.1	0	0	0	0	0
AL138925.1	0	0	0	0	0
AL138930.1	0	0	0	0	0
AL138930.2	0	0	0	0	0
AL138935.1	0	0	0	0	0
AL138963.1	0	0	0	0	0
AL138999.1	0	0	0	0	0
AL139022.1	0	0	0	0	0
AL139080.1	0	0	0	0	0
AL139099.1	0.168813	0.348512	0.501494	0.423623	0.116975
AL139139.1	0	0	0	0	0
AL139147.1	0	0	0	0	0
AL139151.1	0	0	0	0	0
AL139239.1	0	0	0	0	0
AL139300.1	0	0	0	0	0
AL139318.1	0	0	0	0	0
AL139319.1	0	0	0	0	0
AL139328.1	0	0	0	0	0
AL139333.1	0	0	0	0	0
AL139377.1	0	0	0	0	0
AL139385.1	6.26465	4.20934	2.17502	10.658	3.15918
AL139396.1	0	0	0	0	0
AL139396.2	0	0	0	0	0
AL139396.3	0	0	0	0	0
AL139429.1	0	0	0	0	0
AL139812.1	0	0	0	0	0.39909
AL139815.1	0	0	0	0	0
AL139819.1	72.0195	195.162	175.156	168.215	237.946
AL139821.1	0	0	0	0	0
AL157359.3	0	0	0	0	0
AL157359.4	0	0	0	0	0
AL157392.1	0	0	0	0	0
AL157407.1	0	0	0	0	0
AL157702.1	0	0	0	0	0
AL157775.1	0	0	0	0	0
AL157788.1	0	0	0	0	0
AL157791.1	0	0	0	0	0
AL157823.1	0	0	0	0	0
AL157830.1	0	0	0	0	0
AL157871.1	0	0	0	0	0
AL157871.2	1.22E-109	3.29367	0	1.07687	1.72922
AL157883.1	0	0	0	0	0
AL157884.1	0	0	0	0	0
AL157902.3	0	0	0.0456551	0	0
AL157904.1	0	0	0	0	0
AL157931.1	0	0	0	0	0
AL158040.1	0	0	0	0	0
AL158051.1	0	0	0	0	0
AL158069.1	0	0	0	0	0
AL158077.1	0	0	0	0	0
AL158111.1	0	0	0	0	0
AL158147.1	0	0	0	0	0
AL158147.2	0	0	0	0	0
AL158150.1	0	0	0	0	0
AL158151.1	0	0	0	0	0
AL158151.2	0	0	0	0	0
AL158154.1	0	0	0	0	0
AL158155.1	0	0	0	0	0
AL158175.1	0	0	0	0	0
AL158835.1	0	0	0	0.34447	0
AL159140.1	0	0	0	0	0
AL159977.1	0	0	0	0	0
AL159997.1	0	0	0	0	0
AL160011.1	0	0	0	0	0
AL160037.1	0	0	0	0	0
AL160056.1	0	0	0	0	0
AL160175.1	0	0	0	0	0
AL160269.1	0	0	0	0	0
AL160274.1	0	0	0	0	0
AL160275.1	0	0	0	0	0
AL160279.1	0	0	0	0	0
AL160286.1	0	0	0	0	0
AL160291.1	0	0	0	0	0
AL160314.1	0.0386062	0.0155153	0.0236007	0.025367	0.0644817
AL160471.6	0	0	0.038643	0	0.0743305
AL161421.1	0	0	0	0	0
AL161450.1	0	0	0	0	0
AL161452.1	0	0	0	0	0
AL161626.1	0	0	0	0	0
AL161645.1	0	0.046318	0.0187178	0.0284013	0.0240608
AL161645.2	0	0	0	0	0
AL161645.3	0	0	0	0	0
AL161651.1	0	0	0	0	0
AL161652.1	0	0	0	0	0
AL161668.12	0	0	0	0	0
AL161668.5	0	0	0	0	0.160414
AL161669.1	0	0	0	0	0
AL161723.1	0	0	0	0	0
AL161731.1	0	0	0	0	0
AL161740.1	0	0	0	0	0
AL161751.1	0	0	0	0	0
AL161772.1	0	0	0	0	0
AL161784.1	6.58E-77	6.51E-54	1.88E-57	4.40E-55	1.05E-64
AL161790.1	0	0	0	0	0
AL161793.1	0	0	0	0	0
AL161891.1	0	0	0	0	0
AL161898.1	0	0	0	0	0
AL161908.1	0	0	0	0	0
AL161915.1	0.625736	1.22156	0.53356	0.587708	0.398071
AL162151.3	19.7989	27.8478	17.3285	16.6115	22.4871
AL162151.4	0	0	0	0	0
AL162311.1	0	0	0	0	0
AL162381.1	0	0	0	0	0
AL162389.1	0	0	0	0	0
AL162400.1	0	0	0	0	0
AL162407.1	4.98E-07	3.73E-07	2.61E-07	9.13E-08	6.16E-08
AL162415.1	0	0	0	0	0
AL162415.2	0.690772	1.14593	0.504804	4.53243	4.65233
AL162415.4	0	0	0	0	0
AL162419.1	0	0	0	0	0
AL162424.1	0	0	0	0	0
AL162424.2	0	0	0	0	0
AL162430.1	0	0	0	0	0
AL162430.2	0	0	0	0	0
AL162431.1	0	0	0	0	0
AL162458.1	0	0	0	0	0
AL162458.2	0	0	0	0	0
AL162497.1	0	0.421188	0.701436	0.0746006	0.747668
AL162502.1	0	0	0	0	0
AL162511.1	0	0	0	0	0
AL162571.1	0	0	0	0	0
AL162574.1	0	0	0	0	0
AL162590.1	0	0	0	0	0
AL162614.1	0	0	0	0	0
AL162711.1	0	0	0	0	0
AL162759.1	0	0.171553	1.91477	0.0704138	0
AL162851.1	0	0	0	0	0
AL162853.1	0	0	0	0	0
AL163193.1	0	0	0	0	0
AL163195.3	0	0	0	0	0
AL163636.6	2.87678	2.36E-06	4.90344	0.854291	17.5656
AL163760.1	0	0	0	0	0
AL163952.1	0	0	0	0	0
AL163952.2	0	0	0	0	0
AL163953.2	0	0	0	0	0
AL163953.3	0	1.22813	0.406217	1.24199	1.24098
AL353141.1	0	0	0	0	0
AL353147.1	0	0	0	0	0
AL353354.1	0	0	0	0	0
AL353354.2	26.0277	19.3594	26.1157	22.3489	20.8455
AL353583.1	0	0	0	0	0.125321
AL353608.1	0	0	0.0192845	0	0.0461209
AL353608.2	0	0	0	0	0
AL353626.1	0	0	0	0	0
AL353626.2	0	0	0	0	0
AL353629.1	0	0	0	0	0
AL353662.1	0	0	0	0	0
AL353662.2	0	0	0	0	0
AL353662.3	0	0	0	0	0.763364
AL353662.4	0	0	0	0	0
AL353664.1	0	0	0	0	0
AL353671.1	0.389048	0	0	0.261174	0
AL353671.2	0	0	0	0	0
AL353671.3	1.00E-33	9.52E-58	2.26E-100	3.09E-56	7.07E-76
AL353671.4	0	0	0	0	0.215517
AL353698.1	0	0	0	0	0
AL353707.1	0	0	0	0	0
AL353731.1	0	0	0	0	0
AL353733.1	0	0	0	0	0
AL353751.1	0	0	0	0	0
AL353763.1	0	0	0	0	0
AL353763.2	0	0	0	0	0
AL353791.1	1.6517	0	0.909238	0.0017558	0.185704
AL353803.1	0	0	0	0	0
AL353805.1	0	0	0	0	0
AL353898.1	0	0	0	0	0
AL353898.2	0.0612763	0.0492569	0.0176981	0.0805771	0.0511629
AL353898.3	0.849956	2.75397	2.74434	1.14371	1.64775
AL353997.11	0	0	0	0	0
AL353997.3	0.0111549	0	0.0193252	0	0
AL353997.4	0	0	0	0	0
AL353997.7	1.49003	0.372399	0.960104	1.01937	1.23068
AL354680.1	0	0	0	0	0
AL354718.1	0.191566	0.774724	0.112232	1.4141	1.16735
AL354720.1	0	0	0	0	0
AL354732.1	0	0	0	0	0
AL354741.1	0	0	0	0	0
AL354752.1	0	0	0	0	0
AL354764.1	0	0	0	0	0
AL354775.1	0	0	0	0	0
AL354806.1	0	0	0	0	0
AL354808.1	5.10E-24	0.383595	1.36E-10	8.33E-11	0.000168739
AL354808.2	0	0.0714165	0	0.0585757	0.0493775
AL354822.1	0	0	0	0	0
AL354833.1	0	0	0	0	0
AL354833.2	0	0	0	0	0
AL354833.3	0	0	0	0	0
AL354896.1	0	0	0	0	0
AL354898.1	0	0	0.0543418	0	0
AL354928.1	0	0	0	0	0
AL354933.1	0	1.18E-05	0	6.20E-06	2.05E-05
AL354936.1	0	0	0	0	0
AL354978.1	0	0	0	0	0
AL354981.1	0	0	0	0	0
AL354984.1	0	0	0	0	0
AL354984.2	0	0	0	0	0
AL354984.3	0	0	0	0	0
AL354993.1	0	0.0279539	0.047518	0	0.037873
AL355149.1	0	0.110689	0	0	0.0170329
AL355149.2	0	0	0	0	0
AL355149.3	0	0	0	0	0
AL355303.1	0	0	0	0	0
AL355312.1	2.31151	2.97319	1.66441	1.32284	1.57723
AL355353.1	0	0	0	0	0
AL355388.1	0	0	0	0	0
AL355390.1	0	0	0	0	0
AL355490.1	0	0	0	0.347988	0
AL355490.2	0	0	0	0	0
AL355512.1	0	0	0	0	0
AL355512.2	0	0	0	0	0
AL355531.1	0	0	0	0	0
AL355531.2	0	0	0	0	0
AL355794.1	0	0	0	0	0
AL355885.1	0	0	0	0	0
AL356019.1	0	0	0	0	0
AL356020.1	0	0	0	0	0
AL356056.1	0	0	0	0	0
AL356131.1	0	0	0	0	0
AL356137.1	0	0	0	0	0
AL356140.1	0	0	0	0	0
AL356154.1	0	0	0	0	0
AL356213.1	0	0	0	0	0
AL356214.1	0	0	0	0	0
AL356215.1	0	0	0	0	0
AL356235.1	0	0	0	0	0
AL356261.1	0	0	0	0	0
AL356270.1	0	0	0	0	0
AL356309.1	0	0	0	0	0
AL356310.1	0	0	0	0	0
AL356356.1	0.0585795	0.164547	0.422846	0.100174	0.0161093
AL356458.1	0	0	0	0	0
AL356475.1	0	0	0	0	0
AL356479.1	0	0	0	0	0
AL356585.1	0	0	0	0	0
AL356585.2	0	0	0	0	0
AL356585.3	0	0	0	0	0
AL356585.4	0	0	0	0	0
AL356693.1	0	0	0	0	0
AL356739.1	0	0	0	0	0
AL356740.1	3.50E-298	2.39158	5.00832	2.26173	12.0938
AL356741.1	0	0	0	0	0
AL356750.1	0	0	0	0	0
AL356756.1	0	0	0	0	0
AL356776.1	0	0	0	0	0
AL356806.3	0	0	0	0	0
AL356865.1	0	0	0	0	0
AL356865.2	0	0	0	0	0
AL357060.1	0	0	0	0	0
AL357115.1	0	0	0	0	0
AL357153.1	0	0	0	0.000375083	2.77E-07
AL357514.1	0	0	0	0	0
AL357515.1	0	0	0	0	0
AL357519.1	0	0	0	0	0
AL357519.2	0	0	0	0	0
